pathway,Adjusted p-value,Significant (in gene set)
GO_CARDIAC_PACEMAKER_CELL_DIFFERENTIATION,1,0
GO_CARDIAC_MUSCLE_CELL_FATE_COMMITMENT,1,0
GO_CARDIAC_VASCULAR_SMOOTH_MUSCLE_CELL_DIFFERENTIATION,1,0
GO_ENDOCARDIAL_CELL_DIFFERENTIATION,1,0
GO_CORONARY_VASCULATURE_MORPHOGENESIS,0.6914961871364044,1
GO_VASCULOGENESIS_INVOLVED_IN_CORONARY_VASCULAR_MORPHOGENESIS,1,0
GO_CORONARY_ARTERY_MORPHOGENESIS,0.5201640341682086,1
GO_ENDOCRINE_HORMONE_SECRETION,1,1
GO_DENDRITIC_SPINE_MORPHOGENESIS,0.4340426862501141,3
GO_NEGATIVE_REGULATION_OF_DENDRITIC_SPINE_MORPHOGENESIS,0.43970393654587536,1
GO_PATTERN_SPECIFICATION_INVOLVED_IN_KIDNEY_DEVELOPMENT,1,0
GO_POSITIVE_REGULATION_OF_MRNA_CATABOLIC_PROCESS,1,0
GO_CARDIAC_MUSCLE_TISSUE_REGENERATION,0.3917511628721895,1
GO_UTERUS_MORPHOGENESIS,1,0
GO_VASCULAR_WOUND_HEALING,0.5201640341682086,1
GO_REGULATION_OF_VASCULAR_WOUND_HEALING,0.3917511628721895,1
GO_REGULATION_OF_BRANCHING_INVOLVED_IN_LUNG_MORPHOGENESIS,0.4803121233934732,1
GO_REGULATION_OF_CELL_GROWTH_INVOLVED_IN_CARDIAC_MUSCLE_CELL_DEVELOPMENT,0.23740948037796228,2
GO_POSITIVE_REGULATION_OF_CELL_GROWTH_INVOLVED_IN_CARDIAC_MUSCLE_CELL_DEVELOPMENT,0.3917511628721895,1
GO_NEGATIVE_REGULATION_OF_CELL_GROWTH_INVOLVED_IN_CARDIAC_MUSCLE_CELL_DEVELOPMENT,0.5906121810691727,1
GO_SCLEROTOME_DEVELOPMENT,0.2518907260054968,1
GO_IRIS_MORPHOGENESIS,1,0
GO_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION,1,0
GO_REGULATION_OF_HISTONE_H3_K27_METHYLATION,1,0
GO_POSITIVE_REGULATION_OF_HISTONE_H3_K27_METHYLATION,1,0
GO_REGULATION_OF_SEQUESTERING_OF_ZINC_ION,1,0
GO_NEUROENDOCRINE_CELL_DIFFERENTIATION,1,0
GO_LUNG_SECRETORY_CELL_DIFFERENTIATION,1,0
GO_PULMONARY_ARTERY_MORPHOGENESIS,1,0
GO_3_UTR_MEDIATED_MRNA_DESTABILIZATION,1,0
GO_NEGATIVE_REGULATION_OF_INSULIN_SECRETION_INVOLVED_IN_CELLULAR_RESPONSE_TO_GLUCOSE_STIMULUS,1,0
GO_FUNGIFORM_PAPILLA_DEVELOPMENT,0.43970393654587536,1
GO_FUNGIFORM_PAPILLA_MORPHOGENESIS,0.3917511628721895,1
GO_RETINA_VASCULATURE_MORPHOGENESIS_IN_CAMERA_TYPE_EYE,0.5557416876321177,1
GO_SMOOTH_MUSCLE_CELL_MATRIX_ADHESION,0.43970393654587536,1
GO_CORNEA_DEVELOPMENT_IN_CAMERA_TYPE_EYE,1,0
GO_RETINAL_BLOOD_VESSEL_MORPHOGENESIS,1,0
GO_CARDIAC_NEURAL_CREST_CELL_DIFFERENTIATION_INVOLVED_IN_HEART_DEVELOPMENT,0.14285671086067075,2
GO_CARDIAC_NEURAL_CREST_CELL_DEVELOPMENT_INVOLVED_IN_OUTFLOW_TRACT_MORPHOGENESIS,1,0
GO_BMP_SIGNALING_PATHWAY_INVOLVED_IN_HEART_DEVELOPMENT,1,0
GO_NOTCH_SIGNALING_INVOLVED_IN_HEART_DEVELOPMENT,1,0
GO_CANONICAL_WNT_SIGNALING_PATHWAY_INVOLVED_IN_HEART_DEVELOPMENT,0.43970393654587536,1
GO_CELL_PROLIFERATION_INVOLVED_IN_HEART_MORPHOGENESIS,0.2600303274011024,2
GO_CELL_ADHESION_INVOLVED_IN_HEART_MORPHOGENESIS,1,0
GO_TESTOSTERONE_BIOSYNTHETIC_PROCESS,1,0
GO_DETERMINATION_OF_HEART_LEFT_RIGHT_ASYMMETRY,1,1
GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_HEAT_STRESS,1,0
GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_HYPOXIA,1,0
GO_RENAL_SYSTEM_VASCULATURE_MORPHOGENESIS,0.4803121233934732,1
GO_TROPHOBLAST_CELL_MIGRATION,1,0
GO_REGULATION_OF_TYPE_B_PANCREATIC_CELL_PROLIFERATION,1,0
GO_RESPONSE_TO_ANTICOAGULANT,0.5201640341682086,1
GO_RESPONSE_TO_PLATELET_AGGREGATION_INHIBITOR,1,0
GO_CENTRIOLE_ELONGATION,1,0
GO_MACROPHAGE_PROLIFERATION,1,0
GO_MICROGLIAL_CELL_PROLIFERATION,1,0
GO_HINDGUT_DEVELOPMENT,0.4803121233934732,1
GO_SYMPATHETIC_GANGLION_DEVELOPMENT,0.11943546000667818,2
GO_CRANIAL_GANGLION_DEVELOPMENT,0.05920477649209988,2
GO_TRIGEMINAL_GANGLION_DEVELOPMENT,0.3917511628721895,1
GO_AXON_DEVELOPMENT,1.5471515747058723e-5,30
GO_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT_VIA_HIGH_VOLTAGE_GATED_CALCIUM_CHANNEL,1,0
GO_CALCIUM_ACTIVATED_PHOSPHOLIPID_SCRAMBLING,1,0
GO_PRI_MIRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_II,0.18870119351057021,4
GO_GLYCOLYTIC_PROCESS_THROUGH_FRUCTOSE_6_PHOSPHATE,0.011068651940883358,4
GO_PHARYNGEAL_ARCH_ARTERY_MORPHOGENESIS,1,0
GO_REGULATION_OF_PROTEIN_COMPLEX_STABILITY,1,0
GO_MITOCHONDRIAL_RIBOSOME_ASSEMBLY,1,0
GO_CHAPERONE_MEDIATED_AUTOPHAGY,1,0
GO_LIPOPHAGY,1,0
GO_MITOCHONDRIAL_ACETYL_COA_BIOSYNTHETIC_PROCESS_FROM_PYRUVATE,1,0
GO_PARKIN_MEDIATED_STIMULATION_OF_MITOPHAGY_IN_RESPONSE_TO_MITOCHONDRIAL_DEPOLARIZATION,1,0
GO_LEUKOTRIENE_SIGNALING_PATHWAY,1,0
GO_MOTOR_LEARNING,1,0
GO_MOTOR_BEHAVIOR,0.4803121233934732,1
GO_ANTIFUNGAL_INNATE_IMMUNE_RESPONSE,1,0
GO_TELOMERIC_D_LOOP_DISASSEMBLY,1,0
GO_MICROTUBULE_ORGANIZING_CENTER_LOCALIZATION,0.8779129136260913,1
GO_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE,1,1
GO_REGULATION_OF_ASTROCYTE_ACTIVATION,0.5557416876321177,1
GO_POSITIVE_REGULATION_OF_ASTROCYTE_ACTIVATION,0.43970393654587536,1
GO_GLIAL_CELL_ACTIVATION,0.0026529754744366633,7
GO_SELECTIVE_AUTOPHAGY,0.6847208060687948,2
GO_PROCESS_UTILIZING_AUTOPHAGIC_MECHANISM,2.5278857479840814e-4,23
GO_MIDBODY_ABSCISSION,1,0
GO_MEIOSIS_I_CELL_CYCLE_PROCESS,0.5286092892682449,3
GO_MEIOSIS_II_CELL_CYCLE_PROCESS,1,0
GO_SECONDARY_PALATE_DEVELOPMENT,1,0
GO_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS,0.0034823450921589506,16
GO_POSITIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS,0.029856451645439343,7
GO_NEGATIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS,0.36463008977991573,3
GO_POSITIVE_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION,0.6914961871364044,1
GO_REGULATION_OF_CARDIAC_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,1,0
GO_REGULATION_OF_PROGRAMMED_NECROTIC_CELL_DEATH,1,0
GO_NEGATIVE_REGULATION_OF_PROGRAMMED_NECROTIC_CELL_DEATH,1,0
GO_POSITIVE_REGULATION_OF_PROGRAMMED_NECROTIC_CELL_DEATH,1,0
GO_INTRACELLULAR_PROTEIN_TRANSMEMBRANE_TRANSPORT,0.21373336822932945,2
GO_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,2.476697117996637e-4,53
GO_NEURON_CELLULAR_HOMEOSTASIS,0.4803121233934732,2
GO_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX_ASSEMBLY,1,0
GO_UBIQUITIN_DEPENDENT_ENDOCYTOSIS,1,0
GO_GLUCAGON_SECRETION,1,0
GO_NEGATIVE_REGULATION_OF_GLUCAGON_SECRETION,1,0
GO_REGULATION_OF_CHEMOKINE_MEDIATED_SIGNALING_PATHWAY,1,0
GO_NEGATIVE_REGULATION_OF_CHEMOKINE_MEDIATED_SIGNALING_PATHWAY,1,0
GO_INTERLEUKIN_6_MEDIATED_SIGNALING_PATHWAY,0.35941389266859863,2
GO_REGULATION_OF_INTERLEUKIN_6_MEDIATED_SIGNALING_PATHWAY,1,0
GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_6_MEDIATED_SIGNALING_PATHWAY,1,0
GO_INTERLEUKIN_27_MEDIATED_SIGNALING_PATHWAY,0.6563439224933438,1
GO_CILIARY_NEUROTROPHIC_FACTOR_MEDIATED_SIGNALING_PATHWAY,1,0
GO_MITOCHONDRIAL_TRANSLATIONAL_TERMINATION,1,0
GO_TRNA_AMINOACYLATION_FOR_MITOCHONDRIAL_PROTEIN_TRANSLATION,1,0
GO_POSITIVE_REGULATION_OF_MITOCHONDRIAL_TRANSLATION,1,0
GO_RESPONSE_TO_UV_A,0.03980696727702947,2
GO_SYNAPTIC_VESICLE_BUDDING,0.11943546000667818,2
GO_ADIPONECTIN_SECRETION,1,0
GO_REGULATION_OF_TOOTH_MINERALIZATION,1,0
GO_POSITIVE_REGULATION_OF_TOOTH_MINERALIZATION,1,0
GO_REGULATION_OF_ENAMEL_MINERALIZATION,1,0
GO_MEIOTIC_ATTACHMENT_OF_TELOMERE_TO_NUCLEAR_ENVELOPE,1,0
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_TELOMERE,4.0112327025918266e-5,6
GO_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION,7.163847603198819e-9,43
GO_PROTEIN_POLY_ADP_RIBOSYLATION,1,0
GO_PROTEIN_AUTO_ADP_RIBOSYLATION,1,0
GO_REGULATION_OF_ACTIVATION_INDUCED_CELL_DEATH_OF_T_CELLS,1,0
GO_THYMOCYTE_APOPTOTIC_PROCESS,0.7769076987193272,1
GO_NEGATIVE_REGULATION_OF_THYMOCYTE_APOPTOTIC_PROCESS,1,0
GO_POSITIVE_REGULATION_OF_THYMOCYTE_APOPTOTIC_PROCESS,0.2518907260054968,1
GO_MUCUS_SECRETION,0.5201640341682086,1
GO_REGULATION_OF_MUCUS_SECRETION,0.4803121233934732,1
GO_POSITIVE_REGULATION_OF_MUCUS_SECRETION,0.3917511628721895,1
GO_PEPTIDYL_SERINE_DEPHOSPHORYLATION,0.3126596973007413,2
GO_CORNIFICATION,1,0
GO_PYROPTOSIS,0.43970393654587536,1
GO_EXTRACELLULAR_MATRIX_CONSTITUENT_SECRETION,1,0
GO_RESPONSE_TO_CGMP,1,0
GO_LENS_FIBER_CELL_MORPHOGENESIS,1,0
GO_G1_TO_G0_TRANSITION,1,0
GO_THYROID_HORMONE_TRANSPORT,1,0
GO_FAT_CELL_PROLIFERATION,1,0
GO_NEGATIVE_REGULATION_OF_FAT_CELL_PROLIFERATION,1,0
GO_ACTIN_POLYMERIZATION_DEPENDENT_CELL_MOTILITY,1,0
GO_HEPATOCYTE_DIFFERENTIATION,0.6563439224933438,1
GO_DNA_CYTOSINE_DEAMINATION,1,0
GO_RESPONSE_TO_LIPOTEICHOIC_ACID,0.16607824718565498,2
GO_CELLULAR_RESPONSE_TO_COLD,0.5201640341682086,1
GO_REGULATION_OF_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_SIGNALING_PATHWAY,1,0
GO_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_2_SIGNALING_PATHWAY,0.16607824718565498,2
GO_REGULATION_OF_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_2_SIGNALING_PATHWAY,1,0
GO_OLIGODENDROCYTE_PROGENITOR_PROLIFERATION,0.5201640341682086,1
GO_PROLACTIN_SECRETION,0.07855032900432488,2
GO_UTERINE_SMOOTH_MUSCLE_CONTRACTION,1,0
GO_POSITIVE_REGULATION_OF_UTERINE_SMOOTH_MUSCLE_CONTRACTION,1,0
GO_RRNA_BASE_METHYLATION,1,0
GO_LEUKOCYTE_AGGREGATION,0.6914961871364044,1
GO_MONOCYTE_AGGREGATION,1,0
GO_THROMBIN_ACTIVATED_RECEPTOR_SIGNALING_PATHWAY,1,0
GO_HISTONE_H2A_K63_LINKED_UBIQUITINATION,1,0
GO_HISTONE_H3_K36_DEMETHYLATION,1,0
GO_VITAMIN_D_RECEPTOR_SIGNALING_PATHWAY,0.5201640341682086,1
GO_REGULATION_OF_VITAMIN_D_RECEPTOR_SIGNALING_PATHWAY,1,0
GO_NEGATIVE_REGULATION_OF_NEURON_PROJECTION_REGENERATION,0.6248424326797761,1
GO_POSITIVE_REGULATION_OF_NEURON_PROJECTION_REGENERATION,0.5557416876321177,1
GO_CELL_CELL_ADHESION_INVOLVED_IN_GASTRULATION,0.5906121810691727,1
GO_DENDRITE_SELF_AVOIDANCE,1,0
GO_CENTROMERIC_SISTER_CHROMATID_COHESION,0.5557416876321177,1
GO_VITAMIN_D3_METABOLIC_PROCESS,1,0
GO_RESPONSE_TO_INTERLEUKIN_2,0.7482748899184879,1
GO_RESPONSE_TO_INTERLEUKIN_12,0.17747265134470885,4
GO_RESPONSE_TO_INTERLEUKIN_15,0.053007723255155535,3
GO_RESPONSE_TO_INTERLEUKIN_18,0.6563439224933438,1
GO_HISTONE_H3_K27_METHYLATION,1,0
GO_INTERLEUKIN_35_MEDIATED_SIGNALING_PATHWAY,0.6563439224933438,1
GO_L_ASPARTATE_TRANSMEMBRANE_TRANSPORT,1,0
GO_PHOSPHORYLATION_OF_RNA_POLYMERASE_II_C_TERMINAL_DOMAIN,1,0
GO_BASEMENT_MEMBRANE_ASSEMBLY,1,0
GO_INCLUSION_BODY_ASSEMBLY,0.8306632964409413,1
GO_AGGRESOME_ASSEMBLY,1,0
GO_REGULATION_OF_BILE_ACID_BIOSYNTHETIC_PROCESS,1,0
GO_NEGATIVE_REGULATION_OF_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM,1,0
GO_POSITIVE_REGULATION_OF_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM,1,0
GO_NEGATIVE_REGULATION_OF_GLYCOGEN_METABOLIC_PROCESS,0.4803121233934732,1
GO_TRANSCRIPTION_PREINITIATION_COMPLEX_ASSEMBLY,0.054337474728795486,4
GO_RNA_POLYMERASE_III_PREINITIATION_COMPLEX_ASSEMBLY,0.03980696727702947,2
GO_MITOCHONDRIAL_TRNA_METHYLATION,1,0
GO_UV_DAMAGE_EXCISION_REPAIR,1,0
GO_PRODUCTION_OF_SMALL_RNA_INVOLVED_IN_GENE_SILENCING_BY_RNA,0.30505554479721964,3
GO_REGULATION_OF_PRODUCTION_OF_SMALL_RNA_INVOLVED_IN_GENE_SILENCING_BY_RNA,0.07137409183934897,3
GO_SMALL_RNA_LOADING_ONTO_RISC,1,0
GO_HISTONE_H4_DEACETYLATION,1,0
GO_CRD_MEDIATED_MRNA_STABILIZATION,1,0
GO_DEPHOSPHORYLATION_OF_RNA_POLYMERASE_II_C_TERMINAL_DOMAIN,1,0
GO_NEUTROPHIL_MEDIATED_CYTOTOXICITY,0.5201640341682086,1
GO_NEUTROPHIL_MEDIATED_KILLING_OF_SYMBIONT_CELL,0.5201640341682086,1
GO_NEUTROPHIL_MEDIATED_KILLING_OF_GRAM_NEGATIVE_BACTERIUM,1,0
GO_REGULATION_OF_NEUTROPHIL_MEDIATED_CYTOTOXICITY,0.3308650075687283,1
GO_INTERLEUKIN_2_SECRETION,0.5906121810691727,1
GO_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM_EXIT_SITE,0.43970393654587536,1
GO_NUCLEAR_NCRNA_SURVEILLANCE,1,0
GO_NUCLEAR_RETENTION_OF_PRE_MRNA_AT_THE_SITE_OF_TRANSCRIPTION,1,0
GO_NUCLEAR_POLYADENYLATION_DEPENDENT_TRNA_CATABOLIC_PROCESS,1,0
GO_POLYADENYLATION_DEPENDENT_SNORNA_3_END_PROCESSING,1,0
GO_NEGATIVE_REGULATION_OF_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS,1,0
GO_POSITIVE_REGULATION_OF_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS,0.5906121810691727,1
GO_RESPONSE_TO_INTERLEUKIN_9,0.6248424326797761,1
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_CHROMATIN,1,0
GO_PROTEIN_LOCALIZATION_TO_JUXTAPARANODE_REGION_OF_AXON,1,0
GO_CELLULAR_RESPONSE_TO_PEPTIDOGLYCAN,0.43970393654587536,1
GO_CELLULAR_RESPONSE_TO_MURAMYL_DIPEPTIDE,0.5906121810691727,1
GO_CELLULAR_RESPONSE_TO_LEUCINE,0.5201640341682086,1
GO_CELLULAR_RESPONSE_TO_AMMONIUM_ION,0.0800861159952797,5
GO_CELLULAR_RESPONSE_TO_COPPER_ION,0.8053534553866574,1
GO_CELLULAR_RESPONSE_TO_IRON_ION,1,0
GO_CELLULAR_RESPONSE_TO_LEAD_ION,1,0
GO_CELLULAR_RESPONSE_TO_MAGNESIUM_ION,1,0
GO_CELLULAR_RESPONSE_TO_MANGANESE_ION,0.02360281679234492,3
GO_CELLULAR_RESPONSE_TO_CAFFEINE,1,0
GO_CELLULAR_RESPONSE_TO_MORPHINE,1,0
GO_CELLULAR_RESPONSE_TO_NICOTINE,0.013386873502015477,3
GO_CELLULAR_RESPONSE_TO_FRUCTOSE_STIMULUS,1,0
GO_SKELETAL_MUSCLE_ACETYLCHOLINE_GATED_CHANNEL_CLUSTERING,1,0
GO_CELLULAR_RESPONSE_TO_ETHER,0.43970393654587536,1
GO_CELLULAR_RESPONSE_TO_FOLLICLE_STIMULATING_HORMONE_STIMULUS,1,0
GO_CELLULAR_RESPONSE_TO_PARATHYROID_HORMONE_STIMULUS,0.5201640341682086,1
GO_CELLULAR_RESPONSE_TO_PEPTIDE_HORMONE_STIMULUS,1.4567896368080881e-6,24
GO_CELLULAR_RESPONSE_TO_MINERALOCORTICOID_STIMULUS,1,0
GO_CELLULAR_RESPONSE_TO_TESTOSTERONE_STIMULUS,0.4803121233934732,1
GO_CELLULAR_RESPONSE_TO_LOW_DENSITY_LIPOPROTEIN_PARTICLE_STIMULUS,1,0
GO_CELLULAR_RESPONSE_TO_PURINE_CONTAINING_COMPOUND,1,0
GO_CELLULAR_RESPONSE_TO_HISTAMINE,1,0
GO_MANGANESE_ION_TRANSMEMBRANE_TRANSPORT,1,0
GO_REGULATION_OF_HISTONE_H3_K14_ACETYLATION,1,0
GO_CELLULAR_RESPONSE_TO_HYDROPEROXIDE,0.4803121233934732,1
GO_CELLULAR_RESPONSE_TO_HYPEROXIA,1,0
GO_CELLULAR_RESPONSE_TO_XENOBIOTIC_STIMULUS,0.25157075722317107,5
GO_CELLULAR_RESPONSE_TO_ACIDIC_PH,1,0
GO_CELLULAR_RESPONSE_TO_SALT_STRESS,1,0
GO_CELLULAR_HYPEROSMOTIC_RESPONSE,1,0
GO_CELLULAR_HYPOTONIC_RESPONSE,1,0
GO_CELLULAR_RESPONSE_TO_X_RAY,0.6248424326797761,1
GO_CELLULAR_RESPONSE_TO_UV_B,0.03980696727702947,2
GO_CELLULAR_RESPONSE_TO_UV_C,0.3917511628721895,1
GO_CELLULAR_RESPONSE_TO_LAMINAR_FLUID_SHEAR_STRESS,1,0
GO_CELLULAR_RESPONSE_TO_NITROSATIVE_STRESS,0.3917511628721895,1
GO_CELLULAR_RESPONSE_TO_TEMPERATURE_STIMULUS,1,0
GO_RESPONSE_TO_HEPARIN,0.43970393654587536,1
GO_CELLULAR_RESPONSE_TO_HEPARIN,0.3917511628721895,1
GO_DEATH_INDUCING_SIGNALING_COMPLEX_ASSEMBLY,0.5906121810691727,1
GO_HISTONE_H3_K27_DEMETHYLATION,1,0
GO_PROTEIN_UFMYLATION,1,0
GO_ZINC_ION_TRANSMEMBRANE_TRANSPORT,1,0
GO_ZINC_ION_IMPORT_ACROSS_PLASMA_MEMBRANE,1,0
GO_OTIC_VESICLE_MORPHOGENESIS,1,0
GO_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION,1,0
GO_MONOCYTE_CHEMOTACTIC_PROTEIN_1_PRODUCTION,1,0
GO_MACROPHAGE_INFLAMMATORY_PROTEIN_1_ALPHA_PRODUCTION,1,0
GO_CHEMOKINE_C_C_MOTIF_LIGAND_5_PRODUCTION,1,0
GO_GRANULOCYTE_COLONY_STIMULATING_FACTOR_PRODUCTION,1,0
GO_POSITIVE_REGULATION_OF_GRANULOCYTE_CHEMOTAXIS,0.9239140082773152,1
GO_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION,1,0
GO_NEGATIVE_REGULATION_OF_MONOCYTE_CHEMOTACTIC_PROTEIN_1_PRODUCTION,1,0
GO_POSITIVE_REGULATION_OF_MONOCYTE_CHEMOTACTIC_PROTEIN_1_PRODUCTION,1,0
GO_POSITIVE_REGULATION_OF_CHEMOKINE_C_C_MOTIF_LIGAND_5_PRODUCTION,1,0
GO_SMOOTH_MUSCLE_CELL_CHEMOTAXIS,1,0
GO_REGULATION_OF_SMOOTH_MUSCLE_CELL_CHEMOTAXIS,1,0
GO_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_CHEMOTAXIS,1,0
GO_MONONUCLEAR_CELL_MIGRATION,0.11507915608233668,6
GO_NEGATIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION,1,0
GO_POSITIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION,0.35941389266859863,2
GO_COMMISSURAL_NEURON_AXON_GUIDANCE,0.6914961871364044,1
GO_RESPONSE_TO_INDOLE_3_METHANOL,0.43970393654587536,1
GO_ORGANISM_EMERGENCE_FROM_PROTECTIVE_STRUCTURE,1,0
GO_STRIATED_MUSCLE_MYOSIN_THICK_FILAMENT_ASSEMBLY,1,0
GO_PROTEIN_LOCALIZATION_TO_EXTRACELLULAR_REGION,1,0
GO_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION,0.4210429439615667,6
GO_ER_ASSOCIATED_MISFOLDED_PROTEIN_CATABOLIC_PROCESS,1,0
GO_NUCLEAR_MEMBRANE_ORGANIZATION,1,0
GO_ENDOPLASMIC_RETICULUM_TUBULAR_NETWORK_ORGANIZATION,1,0
GO_RESPONSE_TO_PROSTAGLANDIN_D,1,0
GO_PODOSOME_ASSEMBLY,0.07137409183934897,3
GO_POSITIVE_REGULATION_OF_PODOSOME_ASSEMBLY,0.02360281679234492,3
GO_TRIGLYCERIDE_RICH_LIPOPROTEIN_PARTICLE_CLEARANCE,1,0
GO_CELL_PROLIFERATION_IN_BONE_MARROW,1,0
GO_APOPTOTIC_PROCESS_IN_BONE_MARROW_CELL,1,0
GO_POSITIVE_REGULATION_OF_CELL_PROLIFERATION_IN_BONE_MARROW,1,0
GO_NEGATIVE_REGULATION_OF_APOPTOTIC_PROCESS_IN_BONE_MARROW_CELL,1,0
GO_RESPONSE_TO_CATECHOLAMINE,0.0037685670140541077,6
GO_NEGATIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVATING_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY,1,0
GO_ADENYLATE_CYCLASE_INHIBITING_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY,1,0
GO_MACROPHAGE_APOPTOTIC_PROCESS,0.14285671086067075,2
GO_ODONTOBLAST_DIFFERENTIATION,0.05920477649209988,2
GO_DETERMINATION_OF_DIGESTIVE_TRACT_LEFT_RIGHT_ASYMMETRY,1,0
GO_DETERMINATION_OF_LIVER_LEFT_RIGHT_ASYMMETRY,1,0
GO_COHESIN_LOADING,0.43970393654587536,1
GO_REGULATION_OF_COHESIN_LOADING,0.3917511628721895,1
GO_PROTEIN_DEUBIQUITINATION_INVOLVED_IN_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,1,0
GO_EXTRACELLULAR_EXOSOME_ASSEMBLY,1,0
GO_RENAL_SYSTEM_DEVELOPMENT,0.6672449882654153,8
GO_GLOMERULAR_MESANGIAL_CELL_DIFFERENTIATION,1,0
GO_PROXIMAL_TUBULE_DEVELOPMENT,1,0
GO_DISTAL_CONVOLUTED_TUBULE_DEVELOPMENT,1,0
GO_NEPHRON_MORPHOGENESIS,0.6298454131135276,3
GO_RENAL_VESICLE_FORMATION,0.3917511628721895,1
GO_MESENCHYMAL_STEM_CELL_MAINTENANCE_INVOLVED_IN_NEPHRON_MORPHOGENESIS,1,0
GO_PROXIMAL_DISTAL_PATTERN_FORMATION_INVOLVED_IN_NEPHRON_DEVELOPMENT,1,0
GO_COMMA_SHAPED_BODY_MORPHOGENESIS,1,0
GO_S_SHAPED_BODY_MORPHOGENESIS,1,0
GO_GLOMERULUS_MORPHOGENESIS,1,0
GO_GLOMERULUS_VASCULATURE_MORPHOGENESIS,1,0
GO_GLOMERULAR_MESANGIUM_DEVELOPMENT,0.6914961871364044,1
GO_GLOMERULAR_MESANGIAL_CELL_PROLIFERATION,0.5906121810691727,1
GO_CELL_PROLIFERATION_INVOLVED_IN_KIDNEY_DEVELOPMENT,0.09123587133690805,3
GO_POSITIVE_REGULATION_OF_GLOMERULAR_MESANGIAL_CELL_PROLIFERATION,0.43970393654587536,1
GO_MESANGIAL_CELL_DEVELOPMENT,1,0
GO_NEPHRON_TUBULE_EPITHELIAL_CELL_DIFFERENTIATION,0.7769076987193272,1
GO_MESENCHYMAL_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT,1,0
GO_METANEPHRIC_MESENCHYMAL_CELL_DIFFERENTIATION,1,0
GO_MESONEPHRIC_TUBULE_FORMATION,1,0
GO_METANEPHRIC_TUBULE_MORPHOGENESIS,0.6248424326797761,1
GO_METANEPHRIC_TUBULE_FORMATION,1,0
GO_MESONEPHRIC_DUCT_DEVELOPMENT,1,0
GO_NEPHRIC_DUCT_FORMATION,1,0
GO_URETER_MORPHOGENESIS,1,0
GO_NEGATIVE_REGULATION_OF_MESENCHYMAL_CELL_PROLIFERATION,1,0
GO_CELL_PROLIFERATION_INVOLVED_IN_METANEPHROS_DEVELOPMENT,0.02360281679234492,3
GO_METANEPHRIC_COLLECTING_DUCT_DEVELOPMENT,1,0
GO_NEGATIVE_REGULATION_OF_METANEPHROS_DEVELOPMENT,0.5906121810691727,1
GO_METANEPHRIC_GLOMERULAR_MESANGIUM_DEVELOPMENT,0.43970393654587536,1
GO_METANEPHRIC_GLOMERULUS_DEVELOPMENT,0.7769076987193272,1
GO_METANEPHRIC_DISTAL_TUBULE_DEVELOPMENT,1,0
GO_METANEPHRIC_LOOP_OF_HENLE_DEVELOPMENT,1,0
